accuracy,loss
0.0560000017285347,3.880537986755371
0.19466666877269745,3.344460964202881
0.30933332443237305,2.590604543685913
0.4906666576862335,1.7738925218582153
0.5733333230018616,1.3179385662078857
0.690666675567627,1.0216450691223145
0.7120000123977661,0.8713974356651306
0.781333327293396,0.6734155416488647
0.8106666803359985,0.6017279624938965
0.8159999847412109,0.5489086508750916
0.8666666746139526,0.4867735505104065
0.8426666855812073,0.45230093598365784
0.871999979019165,0.3924376964569092
0.8773333430290222,0.41985568404197693
0.8773333430290222,0.39829471707344055
0.8986666798591614,0.29388871788978577
0.9039999842643738,0.3229348063468933
0.8960000276565552,0.31119194626808167
0.8799999952316284,0.3498043119907379
0.9013333320617676,0.26473721861839294
0.9253333210945129,0.29387903213500977
0.9253333210945129,0.2374204844236374
0.890666663646698,0.3522510528564453
0.9493333101272583,0.19682352244853973
0.9253333210945129,0.23754070699214935
0.9120000004768372,0.2203260064125061
0.9066666960716248,0.26579058170318604
0.9226666688919067,0.21851277351379395
0.9359999895095825,0.20649008452892303
0.9066666960716248,0.2565443217754364
0.9226666688919067,0.24270954728126526
0.9279999732971191,0.19245126843452454
0.909333348274231,0.23364552855491638
0.909333348274231,0.2259078174829483
0.909333348274231,0.28194573521614075
0.9226666688919067,0.18695390224456787
0.9520000219345093,0.15880534052848816
0.9386666417121887,0.20523178577423096
0.9359999895095825,0.23335863649845123
0.9200000166893005,0.2585657238960266
0.9306666851043701,0.21890388429164886
0.9333333373069763,0.16992074251174927
0.9573333263397217,0.12257695198059082
0.9306666851043701,0.21726325154304504
0.9466666579246521,0.19597654044628143
0.9279999732971191,0.2244703620672226
0.9440000057220459,0.15971757471561432
0.9466666579246521,0.14505209028720856
0.9226666688919067,0.2318057119846344
0.9333333373069763,0.23615054786205292
0.9279999732971191,0.2050713300704956
0.9066666960716248,0.28914710879325867
0.9120000004768372,0.30116239190101624
0.909333348274231,0.22236590087413788
0.9226666688919067,0.272599458694458
0.9226666688919067,0.21050028502941132
0.9333333373069763,0.2801707088947296
0.9013333320617676,0.30649086833000183
0.9173333048820496,0.20702165365219116
0.9253333210945129,0.2463308572769165
0.9333333373069763,0.22827164828777313
0.9120000004768372,0.2722165286540985
0.9173333048820496,0.24232043325901031
0.9253333210945129,0.2501339316368103
0.9466666579246521,0.18798547983169556
0.9306666851043701,0.20875634253025055
0.9173333048820496,0.22122231125831604
0.9466666579246521,0.2021629363298416
0.9173333048820496,0.20428934693336487
0.9546666741371155,0.17541520297527313
0.9173333048820496,0.2388690859079361
0.9413333535194397,0.19347046315670013
0.9120000004768372,0.28876352310180664
0.9200000166893005,0.24685290455818176
0.9066666960716248,0.337459921836853
0.9173333048820496,0.2453995794057846
0.9333333373069763,0.21612101793289185
0.9386666417121887,0.16720688343048096
0.9279999732971191,0.2250819057226181
0.9306666851043701,0.2170024812221527
0.9306666851043701,0.2230999916791916
0.9253333210945129,0.20020824670791626
0.9386666417121887,0.18032169342041016
0.9413333535194397,0.185555100440979
0.9493333101272583,0.14112809300422668
0.9440000057220459,0.174204021692276
0.9386666417121887,0.1707541048526764
0.9440000057220459,0.1844443380832672
0.9359999895095825,0.19509947299957275
0.9413333535194397,0.19673998653888702
0.9413333535194397,0.16863283514976501
0.9466666579246521,0.15451833605766296
0.9386666417121887,0.20942151546478271
0.9413333535194397,0.22342734038829803
0.9466666579246521,0.21181465685367584
0.9173333048820496,0.22257323563098907
0.9413333535194397,0.202040895819664
0.9440000057220459,0.1941111832857132
0.9493333101272583,0.1595756858587265
0.9306666851043701,0.18975591659545898
0.9520000219345093,0.21101851761341095
0.9386666417121887,0.2627544701099396
0.9386666417121887,0.16310134530067444
0.9333333373069763,0.17716646194458008
0.9279999732971191,0.2889062464237213
0.9253333210945129,0.2913161516189575
0.9386666417121887,0.17379003763198853
0.9440000057220459,0.17288190126419067
0.9253333210945129,0.26571476459503174
0.9279999732971191,0.23213239014148712
0.9146666526794434,0.2849092185497284
0.9226666688919067,0.30016830563545227
0.9386666417121887,0.19707125425338745
0.9200000166893005,0.39594876766204834
0.9173333048820496,0.25366607308387756
0.9386666417121887,0.16317221522331238
0.9279999732971191,0.2598659098148346
0.9120000004768372,0.36765170097351074
0.9386666417121887,0.21959374845027924
0.9200000166893005,0.3217538595199585
0.9359999895095825,0.17366613447666168
0.9200000166893005,0.28800198435783386
0.9200000166893005,0.2448512613773346
0.9413333535194397,0.21136707067489624
0.9413333535194397,0.2541933059692383
0.9253333210945129,0.23900435864925385
0.9226666688919067,0.2795109748840332
0.9306666851043701,0.23594577610492706
0.9386666417121887,0.2817310690879822
0.9386666417121887,0.2160930186510086
0.9253333210945129,0.2539564073085785
0.9466666579246521,0.1607600897550583
0.9413333535194397,0.24978820979595184
0.9493333101272583,0.1580175757408142
0.9413333535194397,0.25588807463645935
0.9493333101272583,0.19437184929847717
0.9226666688919067,0.292553573846817
0.9306666851043701,0.24208571016788483
0.9359999895095825,0.2405751347541809
0.9493333101272583,0.21827282011508942
0.9386666417121887,0.25199824571609497
0.9466666579246521,0.18686449527740479
0.9466666579246521,0.23242025077342987
0.9440000057220459,0.23946529626846313
0.9466666579246521,0.27493685483932495
0.9413333535194397,0.2523450255393982
0.9359999895095825,0.1931302845478058
0.9279999732971191,0.3034566342830658
0.9466666579246521,0.22490918636322021
0.9253333210945129,0.22768063843250275
0.9413333535194397,0.22960473597049713
0.9440000057220459,0.18695035576820374
0.9333333373069763,0.17490831017494202
0.9386666417121887,0.2860505282878876
0.9279999732971191,0.2953115999698639
0.9306666851043701,0.22620145976543427
0.9226666688919067,0.2640362083911896
0.9413333535194397,0.17662560939788818
0.9493333101272583,0.22121784090995789
0.9493333101272583,0.18521252274513245
0.9440000057220459,0.2008766531944275
0.9413333535194397,0.1704382598400116
0.9359999895095825,0.20501847565174103
0.9173333048820496,0.3115784227848053
0.9466666579246521,0.22037237882614136
0.9413333535194397,0.2825428545475006
0.9386666417121887,0.2769780158996582
0.9546666741371155,0.18554118275642395
0.9306666851043701,0.2538048326969147
0.9760000109672546,0.09520278126001358
0.9546666741371155,0.11023847758769989
0.9413333535194397,0.18110166490077972
0.9520000219345093,0.1633402407169342
0.9599999785423279,0.17618080973625183
0.9359999895095825,0.22260591387748718
0.9493333101272583,0.14594052731990814
0.9386666417121887,0.19152303040027618
0.9546666741371155,0.1394134908914566
0.9413333535194397,0.20344987511634827
0.9440000057220459,0.2335294783115387
0.9493333101272583,0.15418824553489685
0.9573333263397217,0.1720757782459259
0.9413333535194397,0.18130071461200714
0.9493333101272583,0.17192037403583527
0.9466666579246521,0.21963685750961304
0.9413333535194397,0.15432342886924744
0.9306666851043701,0.3833703100681305
0.9226666688919067,0.2876383066177368
0.9253333210945129,0.36564990878105164
0.9440000057220459,0.16466882824897766
0.9466666579246521,0.14663706719875336
0.9440000057220459,0.26325273513793945
0.9253333210945129,0.2947746515274048
0.9520000219345093,0.15818679332733154
0.9413333535194397,0.14288611710071564
0.9466666579246521,0.24941308796405792
0.9440000057220459,0.1662750393152237
0.9440000057220459,0.25560253858566284
0.9440000057220459,0.22222068905830383
0.9333333373069763,0.261880099773407
